period,total_value,differenced
2019-04-09,513104,6704.0
2019-04-10,506804,-6300.0
2019-04-11,500979,-5825.0
2019-04-12,517154,16175.0
2019-04-13,486005,-31149.0
2019-04-14,471733,-14272.0
2019-04-15,526756,55023.0
2019-04-16,508904,-17852.0
2019-04-17,507099,-1805.0
2019-04-18,523725,16626.0
2019-04-19,515400,-8325.0
2019-04-20,510479,-4921.0
2019-04-21,475740,-34739.0
2019-04-22,504356,28616.0
2019-04-23,525152,20796.0
2019-04-24,567716,42564.0
2019-04-25,576038,8322.0
2019-04-26,553535,-22503.0
2019-04-27,504566,-48969.0
2019-04-28,484452,-20114.0
2019-04-29,509651,25199.0
2019-04-30,531224,21573.0
2019-05-01,529168,-2056.0
2019-05-02,522728,-6440.0
2019-05-03,529120,6392.0
2019-05-04,515356,-13764.0
2019-05-05,497759,-17597.0
2019-05-06,555610,57851.0
2019-05-07,562306,6696.0
2019-05-08,562983,677.0
2019-05-09,544723,-18260.0
2019-05-10,504044,-40679.0
2019-05-11,486037,-18007.0
2019-05-12,471323,-14714.0
2019-05-13,556889,85566.0
2019-05-14,563944,7055.0
2019-05-15,533295,-30649.0
2019-05-16,517437,-15858.0
2019-05-17,502323,-15114.0
2019-05-18,450268,-52055.0
2019-05-19,424369,-25899.0
2019-05-20,485347,60978.0
2019-05-21,493829,8482.0
2019-05-22,485740,-8089.0
2019-05-23,479924,-5816.0
2019-05-24,456652,-23272.0
2019-05-25,447001,-9651.0
2019-05-26,420928,-26073.0
2019-05-27,432056,11128.0
2019-05-28,480860,48804.0
2019-05-29,486971,6111.0
2019-05-30,505256,18285.0
2019-05-31,501184,-4072.0
2019-06-01,493151,-8033.0
2019-06-02,496394,3243.0
2019-06-03,532231,35837.0
2019-06-04,571910,39679.0
2019-06-05,597353,25443.0
2019-06-06,560445,-36908.0
2019-06-07,545982,-14463.0
2019-06-08,526928,-19054.0
2019-06-09,558102,31174.0
2019-06-10,679032,120930.0
2019-06-11,750365,71333.0
2019-06-12,766633,16268.0
2019-06-13,653532,-113101.0
2019-06-14,605559,-47973.0
2019-06-15,548548,-57011.0
2019-06-16,529128,-19420.0
2019-06-17,584396,55268.0
2019-06-18,590502,6106.0
2019-06-19,610253,19751.0
2019-06-20,578600,-31653.0
2019-06-21,551557,-27043.0
2019-06-22,536382,-15175.0
2019-06-23,534563,-1819.0
2019-06-24,595011,60448.0
2019-06-25,582433,-12578.0
2019-06-26,563785,-18648.0
2019-06-27,549899,-13886.0
2019-06-28,550100,201.0
2019-06-29,551593,1493.0
2019-06-30,573246,21653.0
2019-07-01,632119,58873.0
2019-07-02,625997,-6122.0
2019-07-03,607886,-18111.0
2019-07-04,547201,-60685.0
2019-07-05,583299,36098.0
2019-07-06,548970,-34329.0
2019-07-07,528359,-20611.0
2019-07-08,582822,54463.0
2019-07-09,612704,29882.0
2019-07-10,648356,35652.0
2019-07-11,682895,34539.0
2019-07-12,710279,27384.0
2019-07-13,657390,-52889.0
2019-07-14,638805,-18585.0
2019-07-15,727838,89033.0
2019-07-16,712031,-15807.0
